timestamp,x,y,z,qx,qy,qz,qw
000296,95.85944,-132.52013,9.927573,0.92243284,-0.01473785,-0.02563847,-0.38502356
000297,96.49438,-133.17531,9.990879,0.9239155,-0.011987592,-0.026960831,-0.38145724
000298,97.10547,-133.81439,10.063206,0.9252561,-0.01109953,-0.02989205,-0.37800062
000299,97.75022,-134.4089,10.111506,0.9257049,-0.012083281,-0.030906443,-0.37678805
000300,98.40068,-135.04283,10.176644,0.92670125,-0.011964308,-0.030391619,-0.37437677
000301,99.17719,-135.74728,10.277702,0.92721653,-0.009882868,-0.028107913,-0.37333867
000302,99.753876,-136.36726,10.323101,0.9278815,-0.007172866,-0.028352065,-0.37172657
000303,100.43347,-136.99457,10.376709,0.92782944,-0.005306519,-0.027645033,-0.3719411
000304,101.14194,-137.68776,10.440995,0.9283403,-0.0049621086,-0.026875062,-0.37072548
000305,101.89117,-138.2888,10.50606,0.92751914,-0.006468836,-0.025891487,-0.37282172
000306,102.54725,-138.93633,10.573422,0.9271619,-0.007476581,-0.026467776,-0.37365004
000307,103.28702,-139.5394,10.603609,0.92626333,-0.00993554,-0.026772948,-0.37579355
000308,103.94813,-140.19775,10.673082,0.9259264,-0.010812444,-0.027034393,-0.37658015
000309,104.67732,-140.85341,10.755365,0.9250733,-0.012772703,-0.025219519,-0.378735
000310,105.32459,-141.53976,10.804501,0.92485625,-0.014781606,-0.024692878,-0.37922645
000311,105.99572,-142.18796,10.8817625,0.9243163,-0.013546203,-0.023524256,-0.3806606
000312,106.71066,-142.79645,10.920215,0.92286617,-0.013982534,-0.022748698,-0.3841941
000313,107.36646,-143.42424,10.98173,0.92184454,-0.01249073,-0.022142503,-0.38672513
000314,108.01804,-144.07985,11.050662,0.92114043,-0.012880039,-0.02422669,-0.38826215
000315,108.64091,-144.79175,11.064859,0.9207666,-0.017518487,-0.028219791,-0.38869736
000316,109.34693,-145.4332,11.121312,0.9192094,-0.020531287,-0.030256743,-0.3920677
000317,109.91953,-146.13629,11.211298,0.91934353,-0.018734375,-0.027688067,-0.39203304
000318,110.5011,-146.63254,11.262457,0.91768545,-0.019037042,-0.025257621,-0.39604682
000319,111.25216,-147.39098,11.337829,0.91589844,-0.017616443,-0.022796743,-0.40037495
000320,111.847084,-148.03485,11.398261,0.9152801,-0.018523127,-0.022362437,-0.4017701
000321,112.413025,-148.70784,11.486686,0.91483426,-0.016932106,-0.02192174,-0.40287843
000322,112.92139,-149.28386,11.556762,0.9140695,-0.015306489,-0.023125965,-0.40460843
000323,113.599884,-150.04019,11.61632,0.91326475,-0.016100556,-0.024285907,-0.40632313
000324,114.22745,-150.72733,11.671606,0.91220146,-0.014322556,-0.026762975,-0.40861621
000325,114.85325,-151.43672,11.748239,0.9111003,-0.01613535,-0.025632374,-0.4110704
000326,115.42874,-152.16432,11.805932,0.9102755,-0.016844027,-0.026012314,-0.41284153
000327,116.01201,-152.80215,11.846814,0.9083883,-0.015803099,-0.026568674,-0.41698322
000328,116.631256,-153.4884,11.927362,0.90674907,-0.017280523,-0.025364842,-0.42055225
000329,117.28978,-154.15546,11.994176,0.9039532,-0.021206113,-0.026669567,-0.4262718
000330,117.89378,-154.86002,12.0684185,0.9020354,-0.023781136,-0.027784258,-0.43010998
000331,118.50936,-155.58707,12.126381,0.8999686,-0.025387881,-0.028471505,-0.43428254
000332,119.03447,-156.23688,12.162071,0.8981269,-0.024215486,-0.02638953,-0.4382753
000333,119.57085,-156.92705,12.243311,0.89640397,-0.024308618,-0.020227086,-0.44210845
000334,120.17063,-157.75496,12.306084,0.8947051,-0.022669105,-0.017888186,-0.44572282
000335,120.68115,-158.47038,12.358387,0.89274544,-0.022748142,-0.01655277,-0.44968224
000336,121.245346,-159.19722,12.426286,0.89017,-0.022898093,-0.016960803,-0.4547367
000337,121.8458,-160.02718,12.462789,0.8878713,-0.021031052,-0.020410718,-0.45915753
000338,122.35928,-160.67188,12.517265,0.88584363,-0.025045194,-0.02454952,-0.4626566
000339,122.95752,-161.65,12.590796,0.88341737,-0.023517631,-0.027105354,-0.46721086
000340,123.50252,-162.43156,12.636855,0.88148594,-0.02128381,-0.027847342,-0.4709077
000341,124.00203,-163.1262,12.667108,0.8790529,-0.01946735,-0.027115187,-0.4755543
000342,124.4925,-163.90894,12.7770405,0.8774829,-0.01721773,-0.026313351,-0.47857592
000343,124.99228,-164.62451,12.8218775,0.8752131,-0.01915695,-0.026088186,-0.4826536
000344,125.49103,-165.31528,12.91137,0.8730386,-0.016652042,-0.026133139,-0.4866656
000345,125.932106,-165.9921,12.952787,0.871679,-0.014638865,-0.026061825,-0.48916483
000346,126.41945,-166.84569,13.055985,0.86999595,-0.011941249,-0.02496483,-0.49228165
000347,126.937256,-167.64265,13.101855,0.8683492,-0.013800891,-0.022970397,-0.49522886
000348,127.38904,-168.42912,13.1677885,0.86658376,-0.014351714,-0.023290308,-0.49828118
000349,127.85737,-169.22841,13.249057,0.8656077,-0.014798639,-0.024522474,-0.49990296
000350,128.25175,-170.0476,13.307962,0.8651902,-0.014181818,-0.028319987,-0.5004426
000351,128.67288,-170.72668,13.3665285,0.8641572,-0.016452804,-0.027944842,-0.50217605
000352,129.13322,-171.53049,13.418308,0.8632255,-0.01479305,-0.026265131,-0.50391763
000353,129.47993,-172.12889,13.469054,0.86268306,-0.01212796,-0.023739794,-0.50504184
000354,129.9148,-172.87717,13.527736,0.86150974,-0.008726361,-0.023614531,-0.50711656
000355,130.32321,-173.67091,13.5936775,0.8611376,-0.0068639265,-0.025200117,-0.50770056
000356,130.75328,-174.37073,13.649974,0.85962796,-0.007445726,-0.026326766,-0.5101875
000357,131.19087,-175.05577,13.721042,0.8583543,-0.009807946,-0.028379358,-0.51217806
000358,131.50148,-175.73338,13.756843,0.85842574,-0.012746357,-0.032302015,-0.51176107
000359,131.85045,-176.4617,13.792213,0.8577797,-0.012031786,-0.03526917,-0.5126649
000360,132.27193,-177.16783,13.821207,0.8566956,-0.011929582,-0.031537905,-0.51471907
000361,132.6167,-177.8738,13.884268,0.8561664,-0.010035981,-0.025668766,-0.5159646
000362,133.00961,-178.5314,13.963858,0.8553998,-0.0107142525,-0.019128047,-0.51750416
000363,133.33315,-179.2426,14.029308,0.8549007,-0.011098334,-0.018930497,-0.5183273
000364,133.75471,-179.93306,14.039127,0.854109,-0.011244566,-0.021909213,-0.5195108
000365,134.0421,-180.53342,14.097082,0.85332036,-0.011343907,-0.023142004,-0.5207496
000366,134.46033,-181.22682,14.123012,0.8525607,-0.012070964,-0.022345237,-0.52201086
000367,134.75655,-181.8047,14.112225,0.85140455,-0.010711937,-0.024250472,-0.52383924
000368,135.1459,-182.51892,14.150479,0.8505707,-0.009368227,-0.024753239,-0.52519435
000369,135.4636,-183.11494,14.228099,0.8494925,-0.009803156,-0.023882791,-0.5269687
000370,135.70601,-183.68466,14.26994,0.8488914,-0.0103320815,-0.025231468,-0.5278636
000371,135.97676,-184.32112,14.303037,0.84763855,-0.0093158325,-0.02689296,-0.52981025
000372,136.36058,-184.90356,14.296791,0.84499013,-0.011617629,-0.028549107,-0.5338929
000373,136.61278,-185.52223,14.419049,0.8440623,-0.011229475,-0.02740535,-0.5354266
000374,136.89938,-186.17558,14.470772,0.84253746,-0.013646584,-0.028063038,-0.53773314
000375,137.15817,-186.68913,14.518965,0.84012264,-0.013076984,-0.030327236,-0.5413901
000376,137.44577,-187.25365,14.567047,0.83801335,-0.014688523,-0.030209396,-0.54461485
000377,137.75497,-187.94322,14.647657,0.83597916,-0.016661555,-0.027333729,-0.5478267
000378,137.94627,-188.57431,14.693827,0.8350571,-0.01850335,-0.026014334,-0.5492363
000379,138.1659,-189.29036,14.730214,0.83359045,-0.018105578,-0.027527457,-0.5513995
000380,138.49388,-189.99768,14.808251,0.83120847,-0.02034954,-0.026023868,-0.5549785
000381,138.7539,-190.66592,14.852556,0.8289193,-0.022763804,-0.027064908,-0.5582492
000382,139.01826,-191.30827,14.900045,0.8265642,-0.02413257,-0.027873985,-0.56163365
000383,139.30025,-191.87325,14.94134,0.8237625,-0.0259115,-0.02799525,-0.56565034
000384,139.52228,-192.65204,14.992409,0.8221857,-0.026791904,-0.028921138,-0.56785256
000385,139.82948,-193.26309,15.040213,0.81898904,-0.029212862,-0.02831526,-0.5723651
000386,140.11246,-193.97025,15.084497,0.8159394,-0.027901689,-0.030870603,-0.576638
000387,140.36586,-194.60121,15.136533,0.8136417,-0.028167782,-0.030495139,-0.57988256
000388,140.5641,-195.39577,15.219166,0.8123293,-0.026205238,-0.029317778,-0.5818719
000389,140.79109,-196.02798,15.264784,0.8099585,-0.024126379,-0.029780684,-0.5852335
000390,141.08391,-196.75826,15.325999,0.80689985,-0.021790585,-0.028541034,-0.58959585
000391,141.25476,-197.51508,15.405316,0.80586356,-0.019818613,-0.02815334,-0.59109944
000392,141.50291,-198.30663,15.433749,0.8037193,-0.017810134,-0.026639868,-0.59414524
000393,141.75584,-199.11642,15.510359,0.8018755,-0.016171597,-0.023951573,-0.5967919
